corpus,pool_dir,file,trace,instance_id,model,metadata_instance_id,n_llm,n_tool,peak_prompt_tokens,sum_prompt_tokens,sum_completion_tokens,llm_s,tool_s,wall_s,bucket
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__jriddy__zerial-36.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__jriddy__zerial-36.trace.jsonl,jriddy__zerial-36,qwen3.7-max,,30,29,20364,295297,3325,107.6,6.0,113.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__kaste__mockito-python-93.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__kaste__mockito-python-93.trace.jsonl,kaste__mockito-python-93,qwen3.7-max,,30,29,19065,333717,3310,104.7,4.1,109.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__kjd__idna-83.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__kjd__idna-83.trace.jsonl,kjd__idna-83,qwen3.7-max,,17,17,16850,168376,2085,60.0,0.7,60.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__lanl__scico-537.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__lanl__scico-537.trace.jsonl,lanl__scico-537,qwen3.7-max,,41,43,32604,641247,6351,193.4,123.1,316.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__larq__zookeeper-275.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__larq__zookeeper-275.trace.jsonl,larq__zookeeper-275,qwen3.7-max,,27,26,26655,448882,3763,124.0,1.7,125.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__lbl-anp__becquerel-341.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__lbl-anp__becquerel-341.trace.jsonl,lbl-anp__becquerel-341,qwen3.7-max,,69,68,80800,2936374,33250,804.1,533.9,1339.7,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__learningequality__kolibri-8208.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__learningequality__kolibri-8208.trace.jsonl,learningequality__kolibri-8208,qwen3.7-max,,83,82,69616,3213480,19633,600.6,34.0,636.1,>=64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__lektor__lektor-960.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__lektor__lektor-960.trace.jsonl,lektor__lektor-960,qwen3.7-max,,58,67,43521,1344892,12226,348.1,49.2,397.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__lincc-frameworks__nested-pandas-221.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__lincc-frameworks__nested-pandas-221.trace.jsonl,lincc-frameworks__nested-pandas-221,qwen3.7-max,,57,56,48083,1426406,13445,364.9,46.3,412.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__lincolnloop__goodconf-49.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__lincolnloop__goodconf-49.trace.jsonl,lincolnloop__goodconf-49,qwen3.7-max,,32,32,29687,527713,5593,163.7,25.4,189.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__lmfit__lmfit-py-961.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__lmfit__lmfit-py-961.trace.jsonl,lmfit__lmfit-py-961,qwen3.7-max,,57,56,33912,1015790,9602,284.4,196.0,481.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__makcedward__nlpaug-169.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__makcedward__nlpaug-169.trace.jsonl,makcedward__nlpaug-169,qwen3.7-max,,28,33,19419,336289,3616,120.1,16.2,136.4,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__marcelm__cutadapt-750.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__marcelm__cutadapt-750.trace.jsonl,marcelm__cutadapt-750,qwen3.7-max,,39,44,25881,725297,5449,174.1,36.1,210.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__marcosschroh__dataclasses-avroschema-244.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__marcosschroh__dataclasses-avroschema-244.trace.jsonl,marcosschroh__dataclasses-avroschema-244,qwen3.7-max,,56,55,36939,1173890,7618,253.1,49.8,303.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__marshmallow-code__apispec-382.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__marshmallow-code__apispec-382.trace.jsonl,marshmallow-code__apispec-382,qwen3.7-max,,41,40,35933,868463,8898,259.9,13.1,273.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__matrix-org__synapse-5415.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__matrix-org__synapse-5415.trace.jsonl,matrix-org__synapse-5415,qwen3.7-max,,49,51,32805,989875,7112,242.9,21.5,265.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__mdowds__python-mock-firestore-34.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__mdowds__python-mock-firestore-34.trace.jsonl,mdowds__python-mock-firestore-34,qwen3.7-max,,16,15,9172,90964,2131,61.0,0.2,61.2,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__mhostetter__galois-551.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__mhostetter__galois-551.trace.jsonl,mhostetter__galois-551,qwen3.7-max,,52,58,49190,1508308,8438,324.9,447.4,773.3,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__microsoft__electionguard-python-379.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__microsoft__electionguard-python-379.trace.jsonl,microsoft__electionguard-python-379,qwen3.7-max,,45,44,33852,805531,12466,330.1,1315.5,1646.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__microsoft__pybryt-98.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__microsoft__pybryt-98.trace.jsonl,microsoft__pybryt-98,qwen3.7-max,,57,56,51723,1523241,10493,347.4,136.5,484.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__mikedh__trimesh-1331.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__mikedh__trimesh-1331.trace.jsonl,mikedh__trimesh-1331,qwen3.7-max,,35,36,25197,504263,5062,152.4,486.5,639.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__missionpinball__mpf-1424.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__missionpinball__mpf-1424.trace.jsonl,missionpinball__mpf-1424,qwen3.7-max,,73,72,31811,1133297,10966,331.0,14.9,346.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__mitmproxy__pdoc-754.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__mitmproxy__pdoc-754.trace.jsonl,mitmproxy__pdoc-754,qwen3.7-max,,45,44,17385,418506,4990,162.8,160.2,323.3,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__mjs__imapclient-244.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__mjs__imapclient-244.trace.jsonl,mjs__imapclient-244,qwen3.7-max,,26,25,10558,171078,2617,84.8,3.7,88.6,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__modin-project__modin-6775.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__modin-project__modin-6775.trace.jsonl,modin-project__modin-6775,qwen3.7-max,,79,82,42578,1762238,13558,431.1,471.0,903.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__mwouts__jupytext-368.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__mwouts__jupytext-368.trace.jsonl,mwouts__jupytext-368,qwen3.7-max,,94,93,62272,3334116,17661,553.9,37.9,593.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__narwhals-dev__narwhals-1090.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__narwhals-dev__narwhals-1090.trace.jsonl,narwhals-dev__narwhals-1090,qwen3.7-max,,36,43,37338,730757,12192,293.1,42.1,335.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__nathan-v__aws_okta_keyman-212.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__nathan-v__aws_okta_keyman-212.trace.jsonl,nathan-v__aws_okta_keyman-212,qwen3.7-max,,43,43,51062,1288717,7447,255.6,23.9,280.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__nathan-v__aws_okta_keyman-72.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__nathan-v__aws_okta_keyman-72.trace.jsonl,nathan-v__aws_okta_keyman-72,qwen3.7-max,,36,35,36301,705154,7428,213.7,37.8,251.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__nephila__python-taiga-193.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__nephila__python-taiga-193.trace.jsonl,nephila__python-taiga-193,qwen3.7-max,,25,24,22627,345912,3339,105.6,4.0,109.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__networkx__networkx-5988.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__networkx__networkx-5988.trace.jsonl,networkx__networkx-5988,qwen3.7-max,,45,44,23375,554439,7838,225.0,8.2,233.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__nilearn__nilearn-4701.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__nilearn__nilearn-4701.trace.jsonl,nilearn__nilearn-4701,qwen3.7-max,,22,21,13398,166989,2928,89.2,21.0,110.3,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__numba__numba-5176.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__numba__numba-5176.trace.jsonl,numba__numba-5176,qwen3.7-max,,82,88,47732,2237706,14479,517.0,27.1,545.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__online-judge-tools__oj-896.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__online-judge-tools__oj-896.trace.jsonl,online-judge-tools__oj-896,qwen3.7-max,,22,23,13120,197758,3366,103.1,21.0,124.2,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__open-dicom__dicom_parser-93.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__open-dicom__dicom_parser-93.trace.jsonl,open-dicom__dicom_parser-93,qwen3.7-max,,36,37,28698,567021,5478,169.8,11.4,181.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pandas-dev__pandas-57485.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pandas-dev__pandas-57485.trace.jsonl,pandas-dev__pandas-57485,qwen3.7-max,,54,54,30879,831466,10981,293.8,217.1,511.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pdm-project__pdm-1785.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pdm-project__pdm-1785.trace.jsonl,pdm-project__pdm-1785,qwen3.7-max,,56,55,41618,1092514,7551,284.3,167.6,452.5,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pdm-project__pdm-2544.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pdm-project__pdm-2544.trace.jsonl,pdm-project__pdm-2544,qwen3.7-max,,55,54,47749,1408790,10657,334.3,51.8,386.9,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__planetlabs__planet-client-python-378.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__planetlabs__planet-client-python-378.trace.jsonl,planetlabs__planet-client-python-378,qwen3.7-max,,33,40,27675,512630,6320,173.2,7.5,181.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__planetlabs__planet-client-python-581.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__planetlabs__planet-client-python-581.trace.jsonl,planetlabs__planet-client-python-581,qwen3.7-max,,64,63,47241,1428867,9901,327.3,25.1,353.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pre-commit__pre-commit-1092.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pre-commit__pre-commit-1092.trace.jsonl,pre-commit__pre-commit-1092,qwen3.7-max,,38,37,22280,518089,5853,179.5,140.7,320.6,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pre-commit__pre-commit-1179.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pre-commit__pre-commit-1179.trace.jsonl,pre-commit__pre-commit-1179,qwen3.7-max,,36,39,31566,708956,5771,175.6,178.9,355.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__probabl-ai__skore-1009.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__probabl-ai__skore-1009.trace.jsonl,probabl-ai__skore-1009,qwen3.7-max,,39,39,22957,537726,6381,184.8,77.9,263.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pycasbin__sqlalchemy-adapter-34.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pycasbin__sqlalchemy-adapter-34.trace.jsonl,pycasbin__sqlalchemy-adapter-34,qwen3.7-max,,48,50,32226,855830,8865,258.8,18.8,278.0,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pydicom__pydicom-785.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pydicom__pydicom-785.trace.jsonl,pydicom__pydicom-785,qwen3.7-max,,26,25,16116,242978,3466,106.0,15.7,121.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pydicom__pydicom-938.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pydicom__pydicom-938.trace.jsonl,pydicom__pydicom-938,qwen3.7-max,,49,48,30964,851050,7587,302.6,22.0,325.1,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pypa__wheel-514.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pypa__wheel-514.trace.jsonl,pypa__wheel-514,qwen3.7-max,,38,42,28196,639522,8336,225.3,40.9,266.7,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pypa__wheel-641.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pypa__wheel-641.trace.jsonl,pypa__wheel-641,qwen3.7-max,,41,40,26519,679498,5659,177.7,32.1,210.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pytest-dev__pytest-xdist-885.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pytest-dev__pytest-xdist-885.trace.jsonl,pytest-dev__pytest-xdist-885,qwen3.7-max,,57,56,55214,1981838,20739,559.3,130.0,690.2,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__python-babel__babel-1179.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__python-babel__babel-1179.trace.jsonl,python-babel__babel-1179,qwen3.7-max,,27,30,25256,411984,10765,244.9,21.4,266.5,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__python-cmd2__cmd2-569.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__python-cmd2__cmd2-569.trace.jsonl,python-cmd2__cmd2-569,qwen3.7-max,,51,57,38219,1085398,11667,318.3,21.5,340.4,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__python-lsp__python-lsp-server-450.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__python-lsp__python-lsp-server-450.trace.jsonl,python-lsp__python-lsp-server-450,qwen3.7-max,,30,35,34136,541198,10600,255.9,87.9,344.1,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__python-lsp__python-lsp-server-497.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__python-lsp__python-lsp-server-497.trace.jsonl,python-lsp__python-lsp-server-497,qwen3.7-max,,21,21,15928,180383,3389,95.6,74.1,169.8,<16K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pytorch__ignite-1880.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pytorch__ignite-1880.trace.jsonl,pytorch__ignite-1880,qwen3.7-max,,43,43,23793,539668,8654,239.9,11.9,252.0,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pytorch__ignite-525.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pytorch__ignite-525.trace.jsonl,pytorch__ignite-525,qwen3.7-max,,38,37,21430,443720,4328,141.4,90.1,231.8,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__pyupio__safety-248.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__pyupio__safety-248.trace.jsonl,pyupio__safety-248,qwen3.7-max,,30,29,16795,292892,5241,158.6,14.1,172.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__qiboteam__qibo-550.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__qiboteam__qibo-550.trace.jsonl,qiboteam__qibo-550,qwen3.7-max,,39,38,29437,631085,6324,188.0,36.1,224.4,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__qutech__qupulse-585.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__qutech__qupulse-585.trace.jsonl,qutech__qupulse-585,qwen3.7-max,,46,46,48445,1139795,9999,282.0,78.8,361.6,32-64K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__reanahub__reana-client-606.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__reanahub__reana-client-606.trace.jsonl,reanahub__reana-client-606,qwen3.7-max,,28,29,21012,276402,3095,106.5,144.2,250.9,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__reanahub__reana-client-674.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__reanahub__reana-client-674.trace.jsonl,reanahub__reana-client-674,qwen3.7-max,,22,23,19824,196669,3047,89.0,159.1,248.2,16-32K
swe-rebench,swe-rebench-original-flat-644-20260904,swe277__reata__sqllineage-38.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/swe-rebench-original-flat-644-20260904/swe277__reata__sqllineage-38.trace.jsonl,reata__sqllineage-38,qwen3.7-max,,29,32,16955,258171,4117,132.7,2.4,135.3,16-32K
